date,website,brand,impressions,clicks,conversions,revenue
3/31/23,healthyfeet.com,New Balance,1884,164,9,$270
3/31/23,healthyfeet.com,Adidas,1876,103,7,$196
3/31/23,healthyfeet.com,Asics,1564,63,5,$80
3/31/23,healthyfeet.com,Altra,1229,61,6,$138
4/1/23,healthyfeet.com,Hoka,4534,366,20,"$1,300"
4/1/23,healthyfeet.com,On Cloud,4230,401,39,"$2,145"
4/1/23,healthyfeet.com,Brooks,4158,476,51,"$1,071"
4/1/23,healthyfeet.com,Saucony,3673,239,22,$946
4/1/23,healthyfeet.com,Reebok,2415,100,6,$150
4/1/23,healthyfeet.com,Nike,2325,177,18,"$1,008"
4/1/23,healthyfeet.com,Adidas,1951,130,11,$231
4/1/23,healthyfeet.com,New Balance,1617,86,5,$150
4/1/23,healthyfeet.com,Asics,1476,74,5,$160
4/1/23,healthyfeet.com,Altra,1380,98,9,$252
4/2/23,healthyfeet.com,Hoka,3988,329,30,"$2,190"
4/2/23,healthyfeet.com,On Cloud,3985,389,39,"$2,145"
4/2/23,healthyfeet.com,Brooks,3547,392,40,$880
4/2/23,healthyfeet.com,Saucony,3468,336,36,"$1,512"
4/2/23,healthyfeet.com,Nike,2551,216,23,"$1,058"
4/2/23,healthyfeet.com,Reebok,2480,170,10,$250
4/2/23,healthyfeet.com,New Balance,1831,128,8,$240
4/2/23,healthyfeet.com,Adidas,1637,122,10,$430
4/2/23,healthyfeet.com,Asics,1461,83,5,$95
4/2/23,healthyfeet.com,Altra,1294,86,8,$200
4/3/23,healthyfeet.com,On Cloud,4180,430,32,"$1,760"
4/3/23,healthyfeet.com,Brooks,3994,427,51,"$1,989"
4/3/23,healthyfeet.com,Hoka,3982,368,29,"$1,566"
4/3/23,healthyfeet.com,Saucony,3218,318,31,"$1,240"
4/3/23,healthyfeet.com,Reebok,2108,147,11,$308
4/3/23,healthyfeet.com,Nike,2064,123,13,$611
4/3/23,healthyfeet.com,New Balance,1949,107,9,$270
4/3/23,healthyfeet.com,Adidas,1654,141,11,$275
4/3/23,healthyfeet.com,Altra,1372,110,9,$216
4/3/23,healthyfeet.com,Asics,1277,78,6,$120
4/4/23,healthyfeet.com,Hoka,4722,391,31,"$1,395"
4/4/23,healthyfeet.com,On Cloud,4031,418,45,"$2,475"
4/4/23,healthyfeet.com,Brooks,3704,420,43,$860
4/4/23,healthyfeet.com,Saucony,3330,205,23,$943
4/4/23,healthyfeet.com,Reebok,2157,128,9,$378
4/4/23,healthyfeet.com,Nike,1880,108,11,$484
4/4/23,healthyfeet.com,Adidas,1543,85,7,$252
4/4/23,healthyfeet.com,New Balance,1523,88,7,$210
4/4/23,healthyfeet.com,Asics,1509,104,8,$128
4/4/23,healthyfeet.com,Altra,1207,80,7,$175
4/5/23,healthyfeet.com,Hoka,4523,443,35,"$2,625"
4/5/23,healthyfeet.com,Saucony,3826,297,32,"$1,472"
4/5/23,healthyfeet.com,Brooks,3157,351,33,$693
4/5/23,healthyfeet.com,On Cloud,2896,261,28,"$1,540"
4/5/23,healthyfeet.com,Nike,2422,175,20,$980
4/5/23,healthyfeet.com,Reebok,2414,101,6,$162
4/5/23,healthyfeet.com,New Balance,1617,81,5,$150
4/5/23,healthyfeet.com,Adidas,1585,105,8,$144
4/5/23,healthyfeet.com,Altra,1368,96,7,$147
4/5/23,healthyfeet.com,Asics,1366,70,5,$75
4/6/23,healthyfeet.com,Hoka,4684,478,41,"$2,501"
4/6/23,healthyfeet.com,Brooks,3709,364,38,"$1,140"
4/6/23,healthyfeet.com,On Cloud,3311,391,33,"$1,815"
4/6/23,healthyfeet.com,Saucony,3215,268,28,"$1,120"
4/6/23,healthyfeet.com,Reebok,2483,173,13,$546
4/6/23,healthyfeet.com,Nike,2469,130,14,$756
4/6/23,healthyfeet.com,Adidas,1889,125,9,$144
4/6/23,healthyfeet.com,New Balance,1505,89,6,$180
4/6/23,healthyfeet.com,Asics,1469,77,5,$165
4/6/23,healthyfeet.com,Altra,1260,86,7,$168
4/7/23,healthyfeet.com,Hoka,4581,459,29,"$1,740"
4/7/23,healthyfeet.com,Brooks,4006,452,45,$945
4/7/23,healthyfeet.com,Saucony,3312,183,19,$950
4/7/23,healthyfeet.com,On Cloud,3310,242,24,"$1,320"
4/7/23,healthyfeet.com,Nike,2483,145,14,$560
4/7/23,healthyfeet.com,Reebok,2435,115,9,$333
4/7/23,healthyfeet.com,Adidas,1779,117,9,$189
4/7/23,healthyfeet.com,New Balance,1634,106,7,$210
4/7/23,healthyfeet.com,Asics,1499,74,5,$145
4/7/23,healthyfeet.com,Altra,1477,102,9,$243
4/8/23,healthyfeet.com,Hoka,4384,451,29,"$2,059"
4/8/23,healthyfeet.com,Brooks,3882,316,38,"$1,178"
4/8/23,healthyfeet.com,Saucony,3652,287,28,"$1,148"
4/8/23,healthyfeet.com,On Cloud,3235,254,25,"$1,375"
4/8/23,healthyfeet.com,Nike,2724,164,17,$816
4/8/23,healthyfeet.com,Reebok,2297,113,9,$297
4/8/23,healthyfeet.com,New Balance,1737,118,8,$240
4/8/23,healthyfeet.com,Adidas,1713,101,7,$266
4/8/23,healthyfeet.com,Asics,1469,98,7,$203
4/8/23,healthyfeet.com,Altra,1208,82,7,$182
4/9/23,healthyfeet.com,Hoka,4753,508,27,"$1,998"
4/9/23,healthyfeet.com,Brooks,4034,357,33,"$1,221"
4/9/23,healthyfeet.com,Saucony,3817,352,35,"$1,750"
4/9/23,healthyfeet.com,On Cloud,3133,300,30,"$1,650"
4/9/23,healthyfeet.com,Nike,2718,230,23,$805
4/9/23,healthyfeet.com,Reebok,2063,117,7,$196
4/9/23,healthyfeet.com,New Balance,1622,82,5,$150
4/9/23,healthyfeet.com,Adidas,1574,84,6,$234
4/9/23,healthyfeet.com,Asics,1268,61,4,$112
4/9/23,healthyfeet.com,Altra,1267,79,7,$217
4/10/23,healthyfeet.com,Brooks,4176,459,54,"$1,134"
4/10/23,healthyfeet.com,Hoka,3928,318,26,"$1,326"
4/10/23,healthyfeet.com,Saucony,3221,216,20,$900
4/10/23,healthyfeet.com,On Cloud,2815,287,25,"$1,375"
4/10/23,healthyfeet.com,Reebok,2454,116,8,$224
4/10/23,healthyfeet.com,Nike,1877,119,11,$374
4/10/23,healthyfeet.com,New Balance,1877,148,11,$330
4/10/23,healthyfeet.com,Adidas,1696,97,7,$182
4/10/23,healthyfeet.com,Asics,1478,71,4,$112
4/10/23,healthyfeet.com,Altra,1292,90,7,$245
4/11/23,healthyfeet.com,Hoka,4282,499,38,"$2,546"
4/11/23,healthyfeet.com,On Cloud,3705,281,27,"$1,485"
4/11/23,healthyfeet.com,Saucony,3630,284,29,"$1,218"
4/11/23,healthyfeet.com,Brooks,3472,282,34,"$1,088"
4/11/23,healthyfeet.com,Nike,2405,173,19,$912
4/11/23,healthyfeet.com,Reebok,2215,137,8,$248
4/11/23,healthyfeet.com,New Balance,1918,135,8,$240
4/11/23,healthyfeet.com,Adidas,1787,143,11,$253
4/11/23,healthyfeet.com,Asics,1530,103,6,$102
4/11/23,healthyfeet.com,Altra,1341,62,6,$132
4/12/23,healthyfeet.com,Hoka,4100,482,35,"$2,380"
4/12/23,healthyfeet.com,Brooks,3898,354,35,"$1,260"
4/12/23,healthyfeet.com,Saucony,3070,289,30,"$1,470"
4/12/23,healthyfeet.com,On Cloud,2995,334,32,"$1,760"
4/12/23,healthyfeet.com,Nike,2566,141,16,$480
4/12/23,healthyfeet.com,Reebok,2229,149,12,$324
4/12/23,healthyfeet.com,New Balance,1798,152,11,$330
4/12/23,healthyfeet.com,Adidas,1506,87,7,$280
4/12/23,healthyfeet.com,Asics,1348,85,5,$130
4/12/23,healthyfeet.com,Altra,1271,95,9,$225
4/13/23,healthyfeet.com,Hoka,5113,608,51,"$3,672"
4/13/23,healthyfeet.com,Brooks,3922,404,44,"$1,672"
4/13/23,healthyfeet.com,On Cloud,3893,366,26,"$1,430"
4/13/23,healthyfeet.com,Saucony,3598,302,31,"$1,457"
4/13/23,healthyfeet.com,Reebok,2306,133,11,$528
4/13/23,healthyfeet.com,Nike,2200,188,21,"$1,239"
4/13/23,healthyfeet.com,Adidas,1622,112,8,$240
4/13/23,healthyfeet.com,New Balance,1577,127,10,$300
4/13/23,healthyfeet.com,Asics,1558,85,7,$154
4/13/23,healthyfeet.com,Altra,1398,83,8,$192
4/14/23,healthyfeet.com,Hoka,4459,500,42,"$2,772"
4/14/23,healthyfeet.com,Brooks,3874,336,37,$851
4/14/23,healthyfeet.com,On Cloud,3489,363,30,"$1,650"
4/14/23,healthyfeet.com,Saucony,3142,211,22,$880
4/14/23,healthyfeet.com,Nike,2209,180,19,"$1,140"
4/14/23,healthyfeet.com,Reebok,2047,139,10,$250
4/14/23,healthyfeet.com,New Balance,1945,171,10,$300
4/14/23,healthyfeet.com,Adidas,1720,99,7,$245
4/14/23,healthyfeet.com,Altra,1468,86,7,$231
4/14/23,healthyfeet.com,Asics,1408,77,6,$90
4/15/23,healthyfeet.com,Hoka,4615,426,36,"$2,088"
4/15/23,healthyfeet.com,Brooks,3884,402,44,"$1,540"
4/15/23,healthyfeet.com,On Cloud,3660,271,28,"$1,540"
4/15/23,healthyfeet.com,Saucony,3223,216,22,"$1,034"
4/15/23,healthyfeet.com,Reebok,2123,122,8,$272
4/15/23,healthyfeet.com,Nike,2090,110,11,$506
4/15/23,healthyfeet.com,New Balance,1711,86,5,$150
4/15/23,healthyfeet.com,Asics,1541,92,6,$210
4/15/23,healthyfeet.com,Adidas,1513,96,9,$306
4/15/23,healthyfeet.com,Altra,1396,72,7,$203
4/16/23,healthyfeet.com,Hoka,4208,471,36,"$2,088"
4/16/23,healthyfeet.com,On Cloud,4035,336,25,"$1,375"
4/16/23,healthyfeet.com,Brooks,3688,343,36,$792
4/16/23,healthyfeet.com,Saucony,3371,217,24,"$1,104"
4/16/23,healthyfeet.com,Reebok,2177,131,9,$252
4/16/23,healthyfeet.com,Nike,2072,137,14,$630
4/16/23,healthyfeet.com,Adidas,1844,155,14,$602
4/16/23,healthyfeet.com,Asics,1547,64,5,$130
4/16/23,healthyfeet.com,New Balance,1540,99,7,$210
4/16/23,healthyfeet.com,Altra,1369,58,5,$140
4/17/23,healthyfeet.com,Hoka,4684,399,34,"$1,768"
4/17/23,healthyfeet.com,Brooks,3977,388,46,"$1,426"
4/17/23,healthyfeet.com,Saucony,3673,272,26,"$1,222"
4/17/23,healthyfeet.com,On Cloud,3634,377,28,"$1,540"
4/17/23,healthyfeet.com,Nike,2373,205,19,$627
4/17/23,healthyfeet.com,Reebok,2014,134,8,$232
4/17/23,healthyfeet.com,Adidas,1957,144,11,$495
4/17/23,healthyfeet.com,New Balance,1719,136,7,$210
4/17/23,healthyfeet.com,Asics,1401,88,5,$175
4/17/23,healthyfeet.com,Altra,1217,76,6,$192
4/18/23,healthyfeet.com,Hoka,5167,573,39,"$2,769"
4/18/23,healthyfeet.com,Saucony,3829,379,41,"$1,640"
4/18/23,healthyfeet.com,On Cloud,3580,263,27,"$1,485"
4/18/23,healthyfeet.com,Brooks,3118,252,28,$784
4/18/23,healthyfeet.com,Reebok,2348,135,9,$279
4/18/23,healthyfeet.com,Nike,1891,112,13,$702
4/18/23,healthyfeet.com,Adidas,1524,82,8,$216
4/18/23,healthyfeet.com,New Balance,1518,101,8,$240
4/18/23,healthyfeet.com,Asics,1387,60,4,$128
4/18/23,healthyfeet.com,Altra,1307,99,9,$315
4/19/23,healthyfeet.com,Hoka,5117,584,39,"$1,989"
4/19/23,healthyfeet.com,Brooks,4135,459,43,"$1,333"
4/19/23,healthyfeet.com,On Cloud,3531,255,20,"$1,100"
4/19/23,healthyfeet.com,Saucony,3332,286,26,"$1,092"
4/19/23,healthyfeet.com,Reebok,2448,124,7,$329
4/19/23,healthyfeet.com,New Balance,1997,146,9,$270
4/19/23,healthyfeet.com,Nike,1877,159,16,$480
4/19/23,healthyfeet.com,Adidas,1863,130,9,$252
4/19/23,healthyfeet.com,Asics,1496,102,7,$189
4/19/23,healthyfeet.com,Altra,1288,83,8,$280
4/20/23,healthyfeet.com,Hoka,4537,414,32,"$2,080"
4/20/23,healthyfeet.com,On Cloud,3530,299,32,"$1,760"
4/20/23,healthyfeet.com,Brooks,3470,320,31,$899
4/20/23,healthyfeet.com,Saucony,3132,195,19,$874
4/20/23,healthyfeet.com,Reebok,2000,128,8,$272
4/20/23,healthyfeet.com,Nike,1864,152,17,$833
4/20/23,healthyfeet.com,Adidas,1731,140,13,$416
4/20/23,healthyfeet.com,New Balance,1697,145,12,$360
4/20/23,healthyfeet.com,Altra,1361,106,8,$168
4/20/23,healthyfeet.com,Asics,1298,65,4,$132
4/21/23,healthyfeet.com,Hoka,3824,395,31,"$2,139"
4/21/23,healthyfeet.com,Saucony,3584,304,30,"$1,200"
4/21/23,healthyfeet.com,Brooks,3437,306,28,$868
4/21/23,healthyfeet.com,On Cloud,2974,244,22,"$1,210"
4/21/23,healthyfeet.com,Reebok,2426,116,9,$405
4/21/23,healthyfeet.com,Nike,2248,151,17,$680
4/21/23,healthyfeet.com,New Balance,1968,172,13,$390
4/21/23,healthyfeet.com,Adidas,1765,102,10,$360
4/21/23,healthyfeet.com,Altra,1390,72,7,$182
4/21/23,healthyfeet.com,Asics,1312,68,5,$105
4/22/23,healthyfeet.com,Hoka,5166,533,47,"$3,431"
4/22/23,healthyfeet.com,On Cloud,4049,426,38,"$2,090"
4/22/23,healthyfeet.com,Saucony,3701,230,23,$920
4/22/23,healthyfeet.com,Brooks,3602,342,39,"$1,053"
4/22/23,healthyfeet.com,Reebok,2345,141,10,$320
4/22/23,healthyfeet.com,Nike,2078,178,19,$741
4/22/23,healthyfeet.com,New Balance,1886,98,6,$180
4/22/23,healthyfeet.com,Adidas,1552,84,6,$162
4/22/23,healthyfeet.com,Altra,1457,84,7,$140
4/22/23,healthyfeet.com,Asics,1322,91,6,$180
4/23/23,healthyfeet.com,Hoka,4045,459,33,"$1,980"
4/23/23,healthyfeet.com,Saucony,3710,228,23,"$1,104"
4/23/23,healthyfeet.com,On Cloud,3597,408,39,"$2,145"
4/23/23,healthyfeet.com,Brooks,3287,297,33,"$1,122"
4/23/23,healthyfeet.com,Reebok,2185,124,8,$208
4/23/23,healthyfeet.com,Nike,2047,124,14,$714
4/23/23,healthyfeet.com,Adidas,1951,104,8,$136
4/23/23,healthyfeet.com,New Balance,1703,150,11,$330
4/23/23,healthyfeet.com,Altra,1281,83,7,$196
4/23/23,healthyfeet.com,Asics,1217,85,6,$96
4/24/23,healthyfeet.com,Hoka,3936,352,19,$950
4/24/23,healthyfeet.com,On Cloud,3922,420,36,"$1,980"
4/24/23,healthyfeet.com,Brooks,3222,316,30,$750
4/24/23,healthyfeet.com,Saucony,3199,213,23,"$1,104"
4/24/23,healthyfeet.com,Reebok,2351,138,8,$272
4/24/23,healthyfeet.com,Nike,1947,156,15,$510
4/24/23,healthyfeet.com,New Balance,1848,116,7,$210
4/24/23,healthyfeet.com,Adidas,1562,115,8,$200
4/24/23,healthyfeet.com,Altra,1493,100,9,$306
4/24/23,healthyfeet.com,Asics,1397,57,4,$68
4/25/23,healthyfeet.com,Hoka,3956,361,22,"$1,232"
4/25/23,healthyfeet.com,Brooks,3576,316,34,"$1,156"
4/25/23,healthyfeet.com,Saucony,3552,265,29,"$1,189"
4/25/23,healthyfeet.com,On Cloud,3030,277,25,"$1,375"
4/25/23,healthyfeet.com,Nike,2324,194,18,$810
4/25/23,healthyfeet.com,Reebok,2278,95,6,$234
4/25/23,healthyfeet.com,New Balance,1986,125,8,$240
4/25/23,healthyfeet.com,Adidas,1600,144,12,$216
4/25/23,healthyfeet.com,Asics,1544,91,6,$114
4/25/23,healthyfeet.com,Altra,1248,97,9,$234
4/26/23,healthyfeet.com,On Cloud,4239,379,38,"$2,090"
4/26/23,healthyfeet.com,Hoka,3890,343,30,"$1,950"
4/26/23,healthyfeet.com,Brooks,3684,325,31,$682
4/26/23,healthyfeet.com,Saucony,3576,314,34,"$1,496"
4/26/23,healthyfeet.com,Reebok,2078,120,10,$450
4/26/23,healthyfeet.com,Nike,2045,152,17,$646
4/26/23,healthyfeet.com,Adidas,1829,162,11,$231
4/26/23,healthyfeet.com,New Balance,1758,133,11,$330
4/26/23,healthyfeet.com,Asics,1535,67,5,$100
4/26/23,healthyfeet.com,Altra,1453,75,7,$175
4/27/23,healthyfeet.com,Hoka,4675,472,40,"$1,880"
4/27/23,healthyfeet.com,Brooks,3816,390,44,"$1,320"
4/27/23,healthyfeet.com,Saucony,3491,299,28,"$1,204"
4/27/23,healthyfeet.com,On Cloud,3121,343,28,"$1,540"
4/27/23,healthyfeet.com,Reebok,2149,148,12,$600
4/27/23,healthyfeet.com,Nike,2014,172,17,$850
4/27/23,healthyfeet.com,New Balance,1794,91,7,$210
4/27/23,healthyfeet.com,Adidas,1705,92,7,$147
4/27/23,healthyfeet.com,Altra,1322,65,6,$126
4/27/23,healthyfeet.com,Asics,1252,70,5,$160
4/28/23,healthyfeet.com,On Cloud,4247,437,44,"$2,420"
4/28/23,healthyfeet.com,Hoka,4212,404,21,$945
4/28/23,healthyfeet.com,Brooks,3474,391,42,"$1,344"
4/28/23,healthyfeet.com,Saucony,3138,198,19,$912
4/28/23,healthyfeet.com,Reebok,2288,102,6,$276
4/28/23,healthyfeet.com,Nike,2272,186,18,$882
4/28/23,healthyfeet.com,New Balance,1988,143,11,$330
4/28/23,healthyfeet.com,Adidas,1515,136,13,$546
4/28/23,healthyfeet.com,Altra,1431,73,7,$168
4/28/23,healthyfeet.com,Asics,1238,63,4,$68
4/29/23,healthyfeet.com,Hoka,5080,409,27,"$1,512"
4/29/23,healthyfeet.com,On Cloud,3892,389,33,"$1,815"
4/29/23,healthyfeet.com,Saucony,3664,247,27,"$1,296"
4/29/23,healthyfeet.com,Brooks,3491,286,31,"$1,054"
4/29/23,healthyfeet.com,Reebok,2112,112,6,$192
4/29/23,healthyfeet.com,Nike,2092,108,12,$456
4/29/23,healthyfeet.com,Adidas,1950,165,11,$341
4/29/23,healthyfeet.com,New Balance,1647,127,9,$270
4/29/23,healthyfeet.com,Altra,1360,65,5,$135
4/29/23,healthyfeet.com,Asics,1307,74,6,$120
4/30/23,healthyfeet.com,Hoka,4933,418,31,"$1,519"
4/30/23,healthyfeet.com,Brooks,3869,364,36,"$1,116"
4/30/23,healthyfeet.com,On Cloud,3728,379,31,"$1,705"
4/30/23,healthyfeet.com,Saucony,3095,260,25,"$1,175"
4/30/23,healthyfeet.com,Nike,2446,212,20,$720
4/30/23,healthyfeet.com,Reebok,2067,94,5,$205
4/30/23,healthyfeet.com,New Balance,1813,98,8,$240
4/30/23,healthyfeet.com,Adidas,1702,114,9,$306
4/30/23,healthyfeet.com,Asics,1585,84,5,$105
4/30/23,healthyfeet.com,Altra,1225,87,7,$231
5/1/23,healthyfeet.com,Brooks,4091,468,56,"$1,960"
5/1/23,healthyfeet.com,Hoka,3906,361,25,"$1,150"
5/1/23,healthyfeet.com,Saucony,3599,242,26,"$1,040"
5/1/23,healthyfeet.com,On Cloud,2891,313,33,"$1,815"
5/1/23,healthyfeet.com,Nike,2680,238,23,$874
5/1/23,healthyfeet.com,Reebok,2278,123,9,$369
5/1/23,healthyfeet.com,Adidas,1865,117,9,$360
5/1/23,healthyfeet.com,New Balance,1762,124,7,$210
5/1/23,healthyfeet.com,Altra,1486,96,8,$256
5/1/23,healthyfeet.com,Asics,1365,70,6,$138
5/2/23,healthyfeet.com,Hoka,5058,464,28,"$1,316"
5/2/23,healthyfeet.com,Saucony,3478,267,28,"$1,120"
5/2/23,healthyfeet.com,On Cloud,3234,311,32,"$1,760"
5/2/23,healthyfeet.com,Brooks,3145,311,36,$864
5/2/23,healthyfeet.com,Reebok,2154,114,9,$261
5/2/23,healthyfeet.com,Nike,2013,157,17,"$1,020"
5/2/23,healthyfeet.com,New Balance,1934,171,9,$270
5/2/23,healthyfeet.com,Adidas,1581,137,11,$264
5/2/23,healthyfeet.com,Asics,1531,105,7,$154
5/2/23,healthyfeet.com,Altra,1354,93,8,$192
5/3/23,healthyfeet.com,Hoka,4335,427,36,"$2,664"
5/3/23,healthyfeet.com,Brooks,3924,391,42,"$1,260"
5/3/23,healthyfeet.com,Saucony,3600,251,23,"$1,058"
5/3/23,healthyfeet.com,On Cloud,2976,307,28,"$1,540"
5/3/23,healthyfeet.com,Nike,2245,165,17,$714
5/3/23,healthyfeet.com,Reebok,2040,92,5,$220
5/3/23,healthyfeet.com,Adidas,2000,147,10,$270
5/3/23,healthyfeet.com,New Balance,1534,89,7,$210
5/3/23,healthyfeet.com,Asics,1494,63,5,$145
5/3/23,healthyfeet.com,Altra,1284,99,8,$168
5/4/23,healthyfeet.com,Hoka,4325,437,31,"$1,643"
5/4/23,healthyfeet.com,Brooks,4315,367,43,"$1,591"
5/4/23,healthyfeet.com,On Cloud,3367,404,35,"$1,925"
5/4/23,healthyfeet.com,Saucony,3241,214,23,"$1,127"
5/4/23,healthyfeet.com,Reebok,2065,102,7,$350
5/4/23,healthyfeet.com,Adidas,1949,131,9,$387
5/4/23,healthyfeet.com,Nike,1937,111,11,$363
5/4/23,healthyfeet.com,New Balance,1902,144,9,$270
5/4/23,healthyfeet.com,Asics,1525,66,5,$105
5/4/23,healthyfeet.com,Altra,1217,55,5,$120
5/5/23,healthyfeet.com,Hoka,4970,484,29,"$1,508"
5/5/23,healthyfeet.com,Brooks,3911,441,42,"$1,218"
5/5/23,healthyfeet.com,Saucony,3500,301,28,"$1,344"
5/5/23,healthyfeet.com,On Cloud,2989,291,22,"$1,210"
5/5/23,healthyfeet.com,Nike,2533,184,19,$988
5/5/23,healthyfeet.com,Reebok,2055,84,7,$350
5/5/23,healthyfeet.com,Adidas,1729,137,10,$220
5/5/23,healthyfeet.com,New Balance,1563,139,11,$330
5/5/23,healthyfeet.com,Asics,1353,76,5,$170
5/5/23,healthyfeet.com,Altra,1293,92,7,$189
5/6/23,healthyfeet.com,Hoka,4162,495,34,"$1,972"
5/6/23,healthyfeet.com,Brooks,3809,434,51,"$1,377"
5/6/23,healthyfeet.com,Saucony,3419,291,31,"$1,302"
5/6/23,healthyfeet.com,On Cloud,2896,285,29,"$1,595"
5/6/23,healthyfeet.com,Reebok,2236,135,8,$208
5/6/23,healthyfeet.com,Nike,2197,170,17,$731
5/6/23,healthyfeet.com,Adidas,1962,157,11,$187
5/6/23,healthyfeet.com,New Balance,1520,111,9,$270
5/6/23,healthyfeet.com,Altra,1309,98,9,$189
5/6/23,healthyfeet.com,Asics,1269,58,4,$68
5/7/23,healthyfeet.com,Hoka,4051,439,36,"$2,160"
5/7/23,healthyfeet.com,Brooks,3733,325,31,"$1,147"
5/7/23,healthyfeet.com,Saucony,3445,254,28,"$1,148"
5/7/23,healthyfeet.com,On Cloud,3195,337,33,"$1,815"
5/7/23,healthyfeet.com,Reebok,2452,122,8,$232
5/7/23,healthyfeet.com,Nike,1951,115,13,$650
5/7/23,healthyfeet.com,Adidas,1879,151,11,$187
5/7/23,healthyfeet.com,New Balance,1803,149,9,$270
5/7/23,healthyfeet.com,Altra,1361,56,5,$160
5/7/23,healthyfeet.com,Asics,1274,72,6,$210
5/8/23,healthyfeet.com,Hoka,4674,418,37,"$2,590"
5/8/23,healthyfeet.com,Brooks,3939,357,38,"$1,292"
5/8/23,healthyfeet.com,On Cloud,3696,358,36,"$1,980"
5/8/23,healthyfeet.com,Saucony,3253,320,33,"$1,452"
5/8/23,healthyfeet.com,Nike,2679,140,15,$765
5/8/23,healthyfeet.com,Reebok,2305,94,6,$186
5/8/23,healthyfeet.com,Adidas,1817,129,11,$275
5/8/23,healthyfeet.com,New Balance,1620,146,10,$300
5/8/23,healthyfeet.com,Altra,1454,111,9,$207
5/8/23,healthyfeet.com,Asics,1293,70,4,$124
5/9/23,healthyfeet.com,Hoka,4877,504,27,"$1,593"
5/9/23,healthyfeet.com,On Cloud,3980,403,34,"$1,870"
5/9/23,healthyfeet.com,Saucony,3615,249,23,"$1,058"
5/9/23,healthyfeet.com,Brooks,3216,269,28,$616
5/9/23,healthyfeet.com,Nike,2460,192,18,$684
5/9/23,healthyfeet.com,Reebok,2460,168,13,$494
5/9/23,healthyfeet.com,New Balance,1886,117,8,$240
5/9/23,healthyfeet.com,Adidas,1838,106,10,$230
5/9/23,healthyfeet.com,Altra,1343,84,8,$224
5/9/23,healthyfeet.com,Asics,1335,80,5,$125
5/10/23,healthyfeet.com,Hoka,4628,534,47,"$3,290"
5/10/23,healthyfeet.com,On Cloud,3815,285,23,"$1,265"
5/10/23,healthyfeet.com,Brooks,3704,346,42,"$1,218"
5/10/23,healthyfeet.com,Saucony,3500,261,25,"$1,075"
5/10/23,healthyfeet.com,Reebok,2024,141,10,$300
5/10/23,healthyfeet.com,Nike,1858,135,15,$645
5/10/23,healthyfeet.com,New Balance,1758,93,8,$240
5/10/23,healthyfeet.com,Adidas,1741,101,8,$224
5/10/23,healthyfeet.com,Altra,1455,73,7,$224
5/10/23,healthyfeet.com,Asics,1270,83,6,$162
5/11/23,healthyfeet.com,Hoka,5213,613,43,"$3,096"
5/11/23,healthyfeet.com,On Cloud,3412,370,39,"$2,145"
5/11/23,healthyfeet.com,Brooks,3315,396,39,"$1,560"
5/11/23,healthyfeet.com,Saucony,3179,238,24,"$1,008"
5/11/23,healthyfeet.com,Nike,2688,171,18,$666
5/11/23,healthyfeet.com,Reebok,2436,157,9,$387
5/11/23,healthyfeet.com,New Balance,1778,118,6,$180
5/11/23,healthyfeet.com,Adidas,1690,140,11,$286
5/11/23,healthyfeet.com,Altra,1441,112,10,$200
5/11/23,healthyfeet.com,Asics,1259,59,5,$150
5/12/23,healthyfeet.com,Hoka,4934,486,34,"$1,802"
5/12/23,healthyfeet.com,Brooks,3903,396,38,$760
5/12/23,healthyfeet.com,On Cloud,3879,300,32,"$1,760"
5/12/23,healthyfeet.com,Saucony,3288,321,33,"$1,617"
5/12/23,healthyfeet.com,Reebok,2465,159,9,$342
5/12/23,healthyfeet.com,Nike,2193,171,17,$799
5/12/23,healthyfeet.com,New Balance,1843,119,10,$300
5/12/23,healthyfeet.com,Adidas,1609,88,6,$264
5/12/23,healthyfeet.com,Asics,1230,79,5,$165
5/12/23,healthyfeet.com,Altra,1201,94,8,$192
5/13/23,healthyfeet.com,Hoka,4863,542,34,"$1,666"
5/13/23,healthyfeet.com,Brooks,4313,410,43,"$1,634"
5/13/23,healthyfeet.com,Saucony,3678,312,34,"$1,666"
5/13/23,healthyfeet.com,On Cloud,2983,287,32,"$1,760"
5/13/23,healthyfeet.com,Reebok,2304,119,9,$234
5/13/23,healthyfeet.com,Nike,1907,138,14,$448
5/13/23,healthyfeet.com,Adidas,1883,102,9,$396
5/13/23,healthyfeet.com,New Balance,1787,115,10,$300
5/13/23,healthyfeet.com,Asics,1550,84,7,$119
5/13/23,healthyfeet.com,Altra,1347,86,7,$140
5/14/23,healthyfeet.com,Hoka,4639,516,30,"$1,950"
5/14/23,healthyfeet.com,Brooks,4338,404,40,"$1,480"
5/14/23,healthyfeet.com,On Cloud,4022,344,36,"$1,980"
5/14/23,healthyfeet.com,Saucony,3833,323,33,"$1,419"
5/14/23,healthyfeet.com,Nike,2615,235,25,$800
5/14/23,healthyfeet.com,Reebok,2361,151,12,$312
5/14/23,healthyfeet.com,New Balance,1824,105,8,$240
5/14/23,healthyfeet.com,Adidas,1548,96,8,$136
5/14/23,healthyfeet.com,Asics,1457,69,5,$125
5/14/23,healthyfeet.com,Altra,1275,64,5,$130
5/15/23,healthyfeet.com,Hoka,4881,440,30,"$1,500"
5/15/23,healthyfeet.com,Saucony,3914,224,24,"$1,176"
5/15/23,healthyfeet.com,Brooks,3188,282,28,$784
