date,webpage,brand,impressions,clicks,revenue,rev / conv
3/29/23,runnation.com,Altra,2839,123,$240,$40
3/29/23,runnation.com,Mizuno,936,46,$100,$50
3/29/23,runnation.com,Under Armour,841,42,$40,$20
3/30/23,runnation.com,On Cloud,9558,913,"$3,120",$60
3/30/23,runnation.com,Hoka,7747,540,"$3,525",$75
3/30/23,runnation.com,Nike,5068,294,$540,$30
3/30/23,runnation.com,New Balance,4996,302,$595,$35
3/30/23,runnation.com,Saucony,4184,350,"$1,035",$45
3/30/23,runnation.com,Asics,3930,168,$280,$35
3/30/23,runnation.com,Brooks,3481,406,"$1,080",$40
3/30/23,runnation.com,Adidas,3097,209,$520,$40
3/30/23,runnation.com,Altra,2696,120,$240,$40
3/30/23,runnation.com,Under Armour,963,50,$40,$20
3/30/23,runnation.com,Mizuno,801,52,$100,$50
3/31/23,runnation.com,On Cloud,8335,630,"$3,120",$60
3/31/23,runnation.com,Hoka,8038,572,"$2,795",$65
3/31/23,runnation.com,Nike,5455,391,$720,$30
3/31/23,runnation.com,Saucony,4789,325,$945,$45
3/31/23,runnation.com,New Balance,4646,367,$700,$35
3/31/23,runnation.com,Asics,3934,168,$245,$35
3/31/23,runnation.com,Brooks,3768,437,"$1,480",$40
3/31/23,runnation.com,Adidas,2995,261,$516,$43
3/31/23,runnation.com,Altra,2780,198,$480,$40
3/31/23,runnation.com,Mizuno,1091,91,$300,$50
3/31/23,runnation.com,Under Armour,977,44,$40,$20
4/1/23,runnation.com,On Cloud,10491,699,"$2,640",$60
4/1/23,runnation.com,Hoka,9386,797,"$4,692",$68
4/1/23,runnation.com,New Balance,6356,385,$700,$35
4/1/23,runnation.com,Nike,5367,483,"$1,020",$30
4/1/23,runnation.com,Saucony,4989,267,$855,$45
4/1/23,runnation.com,Asics,4216,202,$210,$35
4/1/23,runnation.com,Brooks,4042,411,"$1,440",$40
4/1/23,runnation.com,Adidas,3304,233,$520,$40
4/1/23,runnation.com,Altra,2507,135,$320,$40
4/1/23,runnation.com,Mizuno,919,71,$200,$50
4/1/23,runnation.com,Under Armour,704,39,$20,$20
4/2/23,runnation.com,On Cloud,9206,937,"$4,380",$60
4/2/23,runnation.com,Hoka,9104,611,"$2,592",$72
4/2/23,runnation.com,New Balance,6283,371,$490,$35
4/2/23,runnation.com,Nike,5333,302,$630,$30
4/2/23,runnation.com,Saucony,4988,413,"$1,485",$45
4/2/23,runnation.com,Asics,4598,307,$490,$35
4/2/23,runnation.com,Brooks,3313,288,$840,$40
4/2/23,runnation.com,Adidas,3014,211,$675,$45
4/2/23,runnation.com,Altra,2552,164,$360,$40
4/2/23,runnation.com,Mizuno,1112,88,$150,$50
4/2/23,runnation.com,Under Armour,893,64,$40,$20
4/3/23,runnation.com,On Cloud,9487,799,"$3,780",$60
4/3/23,runnation.com,Hoka,7774,574,"$2,660",$70
4/3/23,runnation.com,Nike,4951,314,$750,$30
4/3/23,runnation.com,New Balance,4289,289,$525,$35
4/3/23,runnation.com,Asics,4032,227,$210,$35
4/3/23,runnation.com,Saucony,4008,227,$630,$45
4/3/23,runnation.com,Brooks,3370,400,"$1,440",$40
4/3/23,runnation.com,Adidas,3074,210,$540,$45
4/3/23,runnation.com,Altra,2584,194,$480,$40
4/3/23,runnation.com,Mizuno,917,63,$150,$50
4/3/23,runnation.com,Under Armour,784,55,$40,$20
4/4/23,runnation.com,On Cloud,9991,868,"$3,000",$60
4/4/23,runnation.com,Hoka,7711,694,"$4,104",$72
4/4/23,runnation.com,New Balance,5964,473,$980,$35
4/4/23,runnation.com,Nike,5310,268,$540,$30
4/4/23,runnation.com,Saucony,4828,297,$945,$45
4/4/23,runnation.com,Asics,4383,263,$350,$35
4/4/23,runnation.com,Brooks,3902,368,"$1,160",$40
4/4/23,runnation.com,Adidas,2920,226,$672,$42
4/4/23,runnation.com,Altra,2589,159,$280,$40
4/4/23,runnation.com,Mizuno,940,83,$150,$50
4/4/23,runnation.com,Under Armour,658,47,$40,$20
4/5/23,runnation.com,On Cloud,9178,796,"$3,240",$60
4/5/23,runnation.com,Hoka,9156,635,"$3,600",$72
4/5/23,runnation.com,New Balance,6473,444,$770,$35
4/5/23,runnation.com,Nike,4936,367,$690,$30
4/5/23,runnation.com,Asics,4257,172,$175,$35
4/5/23,runnation.com,Brooks,3840,416,"$1,440",$40
4/5/23,runnation.com,Saucony,3608,209,$630,$45
4/5/23,runnation.com,Altra,2801,166,$320,$40
4/5/23,runnation.com,Adidas,2647,144,$420,$42
4/5/23,runnation.com,Mizuno,962,47,$150,$50
4/5/23,runnation.com,Under Armour,817,52,$40,$20
4/6/23,runnation.com,On Cloud,9764,1066,"$4,020",$60
4/6/23,runnation.com,Hoka,9170,486,"$2,211",$67
4/6/23,runnation.com,Nike,6044,439,$840,$30
4/6/23,runnation.com,New Balance,4449,235,$350,$35
4/6/23,runnation.com,Brooks,4316,364,"$1,000",$40
4/6/23,runnation.com,Asics,4315,198,$210,$35
4/6/23,runnation.com,Saucony,3391,249,$720,$45
4/6/23,runnation.com,Adidas,2902,191,$440,$40
4/6/23,runnation.com,Altra,2859,227,$440,$40
4/6/23,runnation.com,Mizuno,1019,51,$150,$50
4/6/23,runnation.com,Under Armour,800,61,$40,$20
4/7/23,runnation.com,On Cloud,10258,799,"$3,480",$60
4/7/23,runnation.com,Hoka,9913,543,"$3,174",$69
4/7/23,runnation.com,New Balance,6115,427,$910,$35
4/7/23,runnation.com,Nike,5040,259,$510,$30
4/7/23,runnation.com,Saucony,4452,312,$990,$45
4/7/23,runnation.com,Asics,4283,188,$175,$35
4/7/23,runnation.com,Brooks,3736,325,$920,$40
4/7/23,runnation.com,Adidas,3361,176,$484,$44
4/7/23,runnation.com,Altra,2741,174,$320,$40
4/7/23,runnation.com,Mizuno,1067,70,$250,$50
4/7/23,runnation.com,Under Armour,790,51,$40,$20
4/8/23,runnation.com,On Cloud,10040,823,"$2,640",$60
4/8/23,runnation.com,Hoka,8413,745,"$3,796",$73
4/8/23,runnation.com,Nike,6006,454,$900,$30
4/8/23,runnation.com,Saucony,4772,406,"$1,215",$45
4/8/23,runnation.com,Asics,4517,250,$280,$35
4/8/23,runnation.com,New Balance,4088,216,$315,$35
4/8/23,runnation.com,Brooks,3653,416,"$1,080",$40
4/8/23,runnation.com,Altra,2879,161,$320,$40
4/8/23,runnation.com,Adidas,2613,148,$473,$43
4/8/23,runnation.com,Mizuno,1196,72,$200,$50
4/8/23,runnation.com,Under Armour,671,54,$40,$20
4/9/23,runnation.com,Hoka,9894,816,"$4,402",$62
4/9/23,runnation.com,On Cloud,8699,784,"$3,660",$60
4/9/23,runnation.com,Nike,5396,465,$870,$30
4/9/23,runnation.com,New Balance,4898,307,$420,$35
4/9/23,runnation.com,Asics,4352,198,$350,$35
4/9/23,runnation.com,Brooks,4124,476,"$1,640",$40
4/9/23,runnation.com,Saucony,3505,290,"$1,035",$45
4/9/23,runnation.com,Adidas,3499,201,$546,$42
4/9/23,runnation.com,Altra,2945,216,$520,$40
4/9/23,runnation.com,Under Armour,891,46,$40,$20
4/9/23,runnation.com,Mizuno,840,72,$150,$50
4/10/23,runnation.com,On Cloud,8855,898,"$3,540",$60
4/10/23,runnation.com,Hoka,8382,724,"$2,982",$71
4/10/23,runnation.com,Nike,5852,340,$780,$30
4/10/23,runnation.com,New Balance,4858,434,$595,$35
4/10/23,runnation.com,Saucony,4826,470,"$1,395",$45
4/10/23,runnation.com,Asics,4241,204,$175,$35
4/10/23,runnation.com,Brooks,3890,440,"$1,280",$40
4/10/23,runnation.com,Adidas,3090,195,$484,$44
4/10/23,runnation.com,Altra,2606,113,$240,$40
4/10/23,runnation.com,Mizuno,1194,101,$300,$50
4/10/23,runnation.com,Under Armour,661,31,$20,$20
4/11/23,runnation.com,On Cloud,10552,1111,"$4,980",$60
4/11/23,runnation.com,Hoka,9208,489,"$1,764",$63
4/11/23,runnation.com,New Balance,6279,453,$595,$35
4/11/23,runnation.com,Nike,5409,458,$870,$30
4/11/23,runnation.com,Asics,4334,179,$245,$35
4/11/23,runnation.com,Saucony,3628,241,$720,$45
4/11/23,runnation.com,Brooks,3584,304,"$1,000",$40
4/11/23,runnation.com,Adidas,2874,150,$360,$45
4/11/23,runnation.com,Altra,2798,174,$400,$40
4/11/23,runnation.com,Mizuno,819,55,$100,$50
4/11/23,runnation.com,Under Armour,737,54,$40,$20
4/12/23,runnation.com,Hoka,8593,741,"$3,705",$65
4/12/23,runnation.com,On Cloud,8061,766,"$3,660",$60
4/12/23,runnation.com,Nike,5154,363,$810,$30
4/12/23,runnation.com,New Balance,4854,284,$490,$35
4/12/23,runnation.com,Asics,4347,175,$175,$35
4/12/23,runnation.com,Saucony,4079,227,$765,$45
4/12/23,runnation.com,Brooks,3926,334,$920,$40
4/12/23,runnation.com,Altra,2649,209,$360,$40
4/12/23,runnation.com,Adidas,2506,128,$378,$42
4/12/23,runnation.com,Mizuno,906,46,$100,$50
4/12/23,runnation.com,Under Armour,608,28,$40,$20
4/13/23,runnation.com,Hoka,9078,776,"$2,838",$66
4/13/23,runnation.com,On Cloud,7952,829,"$4,200",$60
4/13/23,runnation.com,New Balance,4831,315,$665,$35
4/13/23,runnation.com,Nike,4582,406,$930,$30
4/13/23,runnation.com,Asics,4505,252,$350,$35
4/13/23,runnation.com,Saucony,3668,216,$720,$45
4/13/23,runnation.com,Brooks,3564,292,$880,$40
4/13/23,runnation.com,Altra,2850,210,$520,$40
4/13/23,runnation.com,Adidas,2827,147,$410,$41
4/13/23,runnation.com,Mizuno,838,67,$200,$50
4/13/23,runnation.com,Under Armour,808,35,$20,$20
4/14/23,runnation.com,Hoka,10221,839,"$4,485",$65
4/14/23,runnation.com,On Cloud,8247,558,"$1,800",$60
4/14/23,runnation.com,Nike,5096,265,$600,$30
4/14/23,runnation.com,New Balance,4794,345,$595,$35
4/14/23,runnation.com,Saucony,4221,405,"$1,215",$45
4/14/23,runnation.com,Asics,3909,199,$210,$35
4/14/23,runnation.com,Brooks,3537,296,"$1,040",$40
4/14/23,runnation.com,Adidas,3431,193,$450,$45
4/14/23,runnation.com,Altra,2606,189,$440,$40
4/14/23,runnation.com,Mizuno,1048,44,$100,$50
4/14/23,runnation.com,Under Armour,865,53,$60,$20
4/15/23,runnation.com,Hoka,8778,694,"$3,920",$70
4/15/23,runnation.com,On Cloud,8291,562,"$2,820",$60
4/15/23,runnation.com,Nike,5822,498,"$1,140",$30
4/15/23,runnation.com,Saucony,4502,269,$765,$45
4/15/23,runnation.com,New Balance,4453,247,$350,$35
4/15/23,runnation.com,Brooks,4222,498,"$1,440",$40
4/15/23,runnation.com,Asics,4029,198,$280,$35
4/15/23,runnation.com,Adidas,3294,242,$462,$42
4/15/23,runnation.com,Altra,2864,185,$440,$40
4/15/23,runnation.com,Mizuno,969,52,$150,$50
4/15/23,runnation.com,Under Armour,782,55,$60,$20
4/16/23,runnation.com,Hoka,9464,562,"$1,980",$60
4/16/23,runnation.com,On Cloud,9174,713,"$2,520",$60
4/16/23,runnation.com,New Balance,5905,515,$980,$35
4/16/23,runnation.com,Nike,5079,379,$780,$30
4/16/23,runnation.com,Asics,4560,224,$350,$35
4/16/23,runnation.com,Saucony,4216,342,"$1,125",$45
4/16/23,runnation.com,Brooks,3813,416,"$1,320",$40
4/16/23,runnation.com,Adidas,3279,205,$630,$45
4/16/23,runnation.com,Altra,2692,176,$320,$40
4/16/23,runnation.com,Mizuno,838,63,$150,$50
4/16/23,runnation.com,Under Armour,741,48,$20,$20
4/17/23,runnation.com,On Cloud,10219,846,"$3,600",$60
4/17/23,runnation.com,Hoka,8215,569,"$2,990",$65
4/17/23,runnation.com,New Balance,6424,369,$700,$35
4/17/23,runnation.com,Nike,5064,455,"$1,080",$30
4/17/23,runnation.com,Brooks,4404,421,"$1,440",$40
4/17/23,runnation.com,Saucony,4366,419,"$1,440",$45
4/17/23,runnation.com,Asics,4066,253,$210,$35
4/17/23,runnation.com,Adidas,3087,219,$473,$43
4/17/23,runnation.com,Altra,2530,174,$440,$40
4/17/23,runnation.com,Mizuno,853,70,$200,$50
4/17/23,runnation.com,Under Armour,702,49,$20,$20
4/18/23,runnation.com,On Cloud,9365,1022,"$3,600",$60
4/18/23,runnation.com,Hoka,8644,631,"$2,850",$75
4/18/23,runnation.com,New Balance,5079,269,$315,$35
4/18/23,runnation.com,Nike,5004,426,"$1,050",$30
4/18/23,runnation.com,Asics,4564,204,$245,$35
4/18/23,runnation.com,Saucony,4000,234,$765,$45
4/18/23,runnation.com,Brooks,3581,408,"$1,480",$40
4/18/23,runnation.com,Adidas,3052,181,$480,$40
4/18/23,runnation.com,Altra,2979,195,$320,$40
4/18/23,runnation.com,Mizuno,1026,75,$250,$50
4/18/23,runnation.com,Under Armour,824,64,$40,$20
4/19/23,runnation.com,Hoka,9789,501,"$1,863",$69
4/19/23,runnation.com,On Cloud,8979,681,"$2,940",$60
4/19/23,runnation.com,Nike,5818,430,$870,$30
4/19/23,runnation.com,New Balance,5319,417,$805,$35
4/19/23,runnation.com,Asics,4469,273,$490,$35
4/19/23,runnation.com,Saucony,4081,308,"$1,035",$45
4/19/23,runnation.com,Brooks,3106,331,"$1,000",$40
4/19/23,runnation.com,Adidas,2613,210,$451,$41
4/19/23,runnation.com,Altra,2535,203,$400,$40
4/19/23,runnation.com,Mizuno,1036,90,$200,$50
4/19/23,runnation.com,Under Armour,659,48,$20,$20
4/20/23,runnation.com,On Cloud,10238,988,"$3,660",$60
4/20/23,runnation.com,Hoka,9771,692,"$3,080",$70
4/20/23,runnation.com,New Balance,5831,469,$665,$35
4/20/23,runnation.com,Nike,5607,433,"$1,050",$30
4/20/23,runnation.com,Brooks,4472,411,"$1,280",$40
4/20/23,runnation.com,Asics,4352,287,$455,$35
4/20/23,runnation.com,Saucony,4086,277,"$1,035",$45
4/20/23,runnation.com,Adidas,3286,276,$688,$43
4/20/23,runnation.com,Altra,2775,218,$400,$40
4/20/23,runnation.com,Mizuno,951,62,$150,$50
4/20/23,runnation.com,Under Armour,672,35,$20,$20
4/21/23,runnation.com,Hoka,10240,577,"$2,409",$73
4/21/23,runnation.com,On Cloud,8152,618,"$2,460",$60
4/21/23,runnation.com,Nike,5352,326,$690,$30
4/21/23,runnation.com,New Balance,4972,386,$735,$35
4/21/23,runnation.com,Saucony,4443,373,"$1,260",$45
4/21/23,runnation.com,Asics,4174,194,$280,$35
4/21/23,runnation.com,Brooks,3720,323,"$1,000",$40
4/21/23,runnation.com,Adidas,2861,187,$450,$45
4/21/23,runnation.com,Altra,2671,214,$400,$40
4/21/23,runnation.com,Mizuno,1061,70,$200,$50
4/21/23,runnation.com,Under Armour,699,34,$20,$20
4/22/23,runnation.com,Hoka,9108,740,"$4,032",$63
4/22/23,runnation.com,On Cloud,8742,736,"$2,400",$60
4/22/23,runnation.com,New Balance,4969,398,$735,$35
4/22/23,runnation.com,Nike,4676,301,$600,$30
4/22/23,runnation.com,Brooks,4091,382,"$1,400",$40
4/22/23,runnation.com,Asics,4068,165,$140,$35
4/22/23,runnation.com,Saucony,3762,292,"$1,035",$45
4/22/23,runnation.com,Adidas,3091,219,$533,$41
4/22/23,runnation.com,Altra,2583,206,$400,$40
4/22/23,runnation.com,Mizuno,1153,94,$250,$50
4/22/23,runnation.com,Under Armour,845,52,$20,$20
4/23/23,runnation.com,Hoka,9776,677,"$3,300",$60
4/23/23,runnation.com,On Cloud,9288,777,"$3,120",$60
4/23/23,runnation.com,Nike,4914,337,$630,$30
4/23/23,runnation.com,New Balance,4730,295,$350,$35
4/23/23,runnation.com,Asics,4511,197,$315,$35
4/23/23,runnation.com,Saucony,4468,344,"$1,260",$45
4/23/23,runnation.com,Brooks,3950,465,"$1,240",$40
4/23/23,runnation.com,Adidas,3011,210,$420,$42
4/23/23,runnation.com,Altra,2788,166,$400,$40
4/23/23,runnation.com,Mizuno,1028,86,$250,$50
4/23/23,runnation.com,Under Armour,799,53,$40,$20
4/24/23,runnation.com,On Cloud,10424,1075,"$3,300",$60
4/24/23,runnation.com,Hoka,7748,638,"$3,150",$70
4/24/23,runnation.com,Nike,5149,440,$870,$30
4/24/23,runnation.com,Saucony,4462,296,"$1,080",$45
4/24/23,runnation.com,New Balance,4215,255,$350,$35
4/24/23,runnation.com,Asics,4072,212,$280,$35
4/24/23,runnation.com,Brooks,3040,278,$960,$40
4/24/23,runnation.com,Altra,2532,161,$360,$40
4/24/23,runnation.com,Adidas,2506,132,$360,$40
4/24/23,runnation.com,Mizuno,956,78,$250,$50
4/24/23,runnation.com,Under Armour,779,34,$20,$20
4/25/23,runnation.com,Hoka,10329,818,"$3,139",$73
4/25/23,runnation.com,On Cloud,8841,601,"$2,340",$60
4/25/23,runnation.com,Nike,5448,458,$870,$30
4/25/23,runnation.com,New Balance,4344,318,$455,$35
4/25/23,runnation.com,Saucony,4250,242,$810,$45
4/25/23,runnation.com,Asics,4089,232,$210,$35
4/25/23,runnation.com,Brooks,3938,453,"$1,520",$40
4/25/23,runnation.com,Altra,2937,130,$320,$40
4/25/23,runnation.com,Adidas,2911,179,$405,$45
4/25/23,runnation.com,Mizuno,982,59,$150,$50
4/25/23,runnation.com,Under Armour,671,41,$20,$20
4/26/23,runnation.com,On Cloud,10016,819,"$3,300",$60
4/26/23,runnation.com,Hoka,8866,667,"$4,002",$69
4/26/23,runnation.com,New Balance,5471,482,$595,$35
4/26/23,runnation.com,Nike,4858,306,$660,$30
4/26/23,runnation.com,Asics,4177,177,$280,$35
4/26/23,runnation.com,Saucony,3385,203,$585,$45
4/26/23,runnation.com,Adidas,3252,203,$400,$40
4/26/23,runnation.com,Brooks,3185,339,"$1,160",$40
4/26/23,runnation.com,Altra,2777,198,$400,$40
4/26/23,runnation.com,Mizuno,864,75,$200,$50
4/26/23,runnation.com,Under Armour,662,48,$40,$20
4/27/23,runnation.com,Hoka,9372,835,"$4,420",$68
4/27/23,runnation.com,On Cloud,9017,619,"$1,980",$60
4/27/23,runnation.com,New Balance,4782,376,$455,$35
4/27/23,runnation.com,Nike,4638,244,$510,$30
4/27/23,runnation.com,Asics,3859,173,$210,$35
4/27/23,runnation.com,Saucony,3768,340,"$1,170",$45
4/27/23,runnation.com,Brooks,3085,352,$920,$40
4/27/23,runnation.com,Altra,2936,142,$280,$40
4/27/23,runnation.com,Adidas,2921,222,$473,$43
4/27/23,runnation.com,Mizuno,1077,62,$150,$50
4/27/23,runnation.com,Under Armour,686,38,$40,$20
4/28/23,runnation.com,On Cloud,10399,719,"$3,480",$60
4/28/23,runnation.com,Hoka,8268,441,"$2,100",$60
4/28/23,runnation.com,Nike,5971,339,$810,$30
4/28/23,runnation.com,Saucony,4933,261,$810,$45
4/28/23,runnation.com,New Balance,4803,412,$700,$35
4/28/23,runnation.com,Asics,4593,208,$280,$35
4/28/23,runnation.com,Adidas,3438,173,$344,$43
4/28/23,runnation.com,Brooks,3074,311,$840,$40
4/28/23,runnation.com,Altra,2849,218,$520,$40
4/28/23,runnation.com,Mizuno,877,42,$100,$50
4/28/23,runnation.com,Under Armour,753,58,$20,$20
4/29/23,runnation.com,On Cloud,10531,1142,"$4,620",$60
4/29/23,runnation.com,Hoka,9381,819,"$3,528",$63
4/29/23,runnation.com,New Balance,5876,363,$595,$35
4/29/23,runnation.com,Nike,4602,273,$540,$30
4/29/23,runnation.com,Asics,3986,229,$385,$35
4/29/23,runnation.com,Saucony,3936,336,"$1,125",$45
4/29/23,runnation.com,Brooks,3906,444,"$1,200",$40
4/29/23,runnation.com,Adidas,3167,282,$630,$42
4/29/23,runnation.com,Altra,2972,213,$440,$40
4/29/23,runnation.com,Mizuno,1076,66,$200,$50
4/29/23,runnation.com,Under Armour,673,47,$40,$20
4/30/23,runnation.com,On Cloud,8646,548,"$2,580",$60
4/30/23,runnation.com,Hoka,8239,601,"$2,760",$60
4/30/23,runnation.com,Nike,5850,369,$840,$30
4/30/23,runnation.com,Saucony,4284,341,"$1,170",$45
4/30/23,runnation.com,New Balance,4006,340,$630,$35
4/30/23,runnation.com,Brooks,4002,335,"$1,080",$40
4/30/23,runnation.com,Asics,3937,162,$175,$35
4/30/23,runnation.com,Adidas,2648,237,$533,$41
4/30/23,runnation.com,Altra,2536,151,$320,$40
4/30/23,runnation.com,Mizuno,1094,49,$100,$50
4/30/23,runnation.com,Under Armour,737,41,$40,$20
5/1/23,runnation.com,On Cloud,9684,922,"$3,000",$60
5/1/23,runnation.com,Hoka,8771,753,"$2,613",$67
5/1/23,runnation.com,Nike,5392,294,$690,$30
5/1/23,runnation.com,New Balance,5019,282,$420,$35
5/1/23,runnation.com,Saucony,4836,461,"$1,575",$45
5/1/23,runnation.com,Asics,4147,227,$350,$35
5/1/23,runnation.com,Brooks,3899,414,"$1,280",$40
5/1/23,runnation.com,Altra,2661,143,$280,$40
5/1/23,runnation.com,Adidas,2556,207,$396,$44
5/1/23,runnation.com,Mizuno,977,61,$150,$50
5/1/23,runnation.com,Under Armour,537,29,$20,$20
5/2/23,runnation.com,On Cloud,8938,676,"$2,760",$60
5/2/23,runnation.com,Hoka,8570,542,"$2,144",$67
5/2/23,runnation.com,Nike,5198,437,$960,$30
5/2/23,runnation.com,Saucony,4807,375,"$1,125",$45
5/2/23,runnation.com,Asics,4302,283,$455,$35
5/2/23,runnation.com,New Balance,4021,257,$525,$35
5/2/23,runnation.com,Brooks,3367,348,$880,$40
5/2/23,runnation.com,Adidas,3323,227,$520,$40
5/2/23,runnation.com,Altra,2726,152,$320,$40
5/2/23,runnation.com,Mizuno,1053,78,$200,$50
5/2/23,runnation.com,Under Armour,643,39,$20,$20
5/3/23,runnation.com,Hoka,9965,700,"$3,096",$72
5/3/23,runnation.com,On Cloud,9003,884,"$4,680",$60
5/3/23,runnation.com,New Balance,5671,329,$700,$35
5/3/23,runnation.com,Nike,4925,416,$870,$30
5/3/23,runnation.com,Asics,4054,225,$385,$35
5/3/23,runnation.com,Brooks,4032,398,"$1,440",$40
5/3/23,runnation.com,Saucony,3805,335,$945,$45
5/3/23,runnation.com,Adidas,3231,248,$640,$40
5/3/23,runnation.com,Altra,2779,194,$360,$40
5/3/23,runnation.com,Mizuno,911,51,$150,$50
5/3/23,runnation.com,Under Armour,647,41,$20,$20
5/4/23,runnation.com,On Cloud,10294,959,"$3,600",$60
5/4/23,runnation.com,Hoka,9815,877,"$4,425",$75
5/4/23,runnation.com,Nike,5527,306,$690,$30
5/4/23,runnation.com,New Balance,4566,249,$350,$35
5/4/23,runnation.com,Asics,4306,272,$315,$35
5/4/23,runnation.com,Saucony,4199,380,"$1,305",$45
5/4/23,runnation.com,Brooks,3539,410,"$1,080",$40
5/4/23,runnation.com,Adidas,2874,190,$369,$41
5/4/23,runnation.com,Altra,2820,168,$360,$40
5/4/23,runnation.com,Mizuno,1021,54,$150,$50
5/4/23,runnation.com,Under Armour,698,48,$40,$20
5/5/23,runnation.com,On Cloud,10384,662,"$2,520",$60
5/5/23,runnation.com,Hoka,10296,694,"$2,820",$60
5/5/23,runnation.com,New Balance,5292,282,$560,$35
5/5/23,runnation.com,Nike,4563,244,$480,$30
5/5/23,runnation.com,Asics,3999,164,$210,$35
5/5/23,runnation.com,Brooks,3663,428,"$1,200",$40
5/5/23,runnation.com,Saucony,3452,278,$765,$45
5/5/23,runnation.com,Adidas,2813,142,$328,$41
5/5/23,runnation.com,Altra,2767,181,$440,$40
5/5/23,runnation.com,Mizuno,1063,85,$250,$50
5/5/23,runnation.com,Under Armour,550,44,$20,$20
5/6/23,runnation.com,On Cloud,10140,879,"$3,660",$60
5/6/23,runnation.com,Hoka,8631,447,"$1,575",$63
5/6/23,runnation.com,New Balance,6374,352,$770,$35
5/6/23,runnation.com,Nike,5524,432,$930,$30
5/6/23,runnation.com,Saucony,4788,258,$945,$45
5/6/23,runnation.com,Asics,3873,182,$245,$35
5/6/23,runnation.com,Brooks,3158,274,$960,$40
5/6/23,runnation.com,Altra,2940,220,$440,$40
5/6/23,runnation.com,Adidas,2784,231,$400,$40
5/6/23,runnation.com,Mizuno,962,57,$150,$50
5/6/23,runnation.com,Under Armour,666,32,$20,$20
5/7/23,runnation.com,On Cloud,10431,667,"$3,060",$60
5/7/23,runnation.com,Hoka,9098,624,"$2,925",$65
5/7/23,runnation.com,New Balance,6081,400,$595,$35
5/7/23,runnation.com,Nike,4772,336,$690,$30
5/7/23,runnation.com,Brooks,4383,506,"$1,720",$40
5/7/23,runnation.com,Saucony,4196,387,"$1,125",$45
5/7/23,runnation.com,Asics,3859,219,$175,$35
5/7/23,runnation.com,Adidas,2710,164,$369,$41
5/7/23,runnation.com,Altra,2516,123,$320,$40
5/7/23,runnation.com,Mizuno,950,80,$150,$50
5/7/23,runnation.com,Under Armour,678,46,$40,$20
5/8/23,runnation.com,On Cloud,9727,803,"$3,180",$60
5/8/23,runnation.com,Hoka,9717,848,"$4,500",$60
5/8/23,runnation.com,New Balance,6498,340,$595,$35
5/8/23,runnation.com,Asics,4520,238,$210,$35
5/8/23,runnation.com,Nike,4477,253,$480,$30
5/8/23,runnation.com,Brooks,4165,334,"$1,200",$40
5/8/23,runnation.com,Saucony,3863,386,"$1,305",$45
5/8/23,runnation.com,Adidas,2834,207,$516,$43
5/8/23,runnation.com,Altra,2701,153,$360,$40
5/8/23,runnation.com,Mizuno,1100,45,$150,$50
5/8/23,runnation.com,Under Armour,694,36,$20,$20
5/9/23,runnation.com,Hoka,9834,591,"$2,898",$63
5/9/23,runnation.com,On Cloud,9101,619,"$3,120",$60
5/9/23,runnation.com,New Balance,6376,544,"$1,015",$35
5/9/23,runnation.com,Nike,4470,333,$780,$30
5/9/23,runnation.com,Asics,4402,289,$280,$35
5/9/23,runnation.com,Saucony,4391,249,$855,$45
5/9/23,runnation.com,Brooks,4258,358,"$1,160",$40
5/9/23,runnation.com,Adidas,3187,250,$559,$43
5/9/23,runnation.com,Altra,2667,202,$360,$40
5/9/23,runnation.com,Mizuno,895,50,$100,$50
5/9/23,runnation.com,Under Armour,716,46,$20,$20
5/10/23,runnation.com,On Cloud,10840,957,"$3,900",$60
5/10/23,runnation.com,Hoka,8574,557,"$2,898",$69
5/10/23,runnation.com,New Balance,5540,338,$420,$35
5/10/23,runnation.com,Nike,4726,274,$630,$30
5/10/23,runnation.com,Asics,4518,257,$210,$35
5/10/23,runnation.com,Adidas,3484,313,$756,$42
5/10/23,runnation.com,Brooks,3454,397,"$1,400",$40
5/10/23,runnation.com,Saucony,3308,268,$810,$45
5/10/23,runnation.com,Altra,2640,167,$400,$40
5/10/23,runnation.com,Mizuno,877,61,$100,$50
5/10/23,runnation.com,Under Armour,634,48,$40,$20
5/11/23,runnation.com,Hoka,9072,732,"$2,752",$64
5/11/23,runnation.com,On Cloud,8924,861,"$2,940",$60
5/11/23,runnation.com,Nike,5568,308,$660,$30
5/11/23,runnation.com,New Balance,4632,324,$665,$35
5/11/23,runnation.com,Asics,4501,227,$315,$35
5/11/23,runnation.com,Saucony,4283,235,$855,$45
5/11/23,runnation.com,Brooks,3280,322,"$1,120",$40
5/11/23,runnation.com,Adidas,3047,186,$352,$44
5/11/23,runnation.com,Altra,2969,157,$360,$40
5/11/23,runnation.com,Mizuno,852,43,$100,$50
5/11/23,runnation.com,Under Armour,571,25,$20,$20
5/12/23,runnation.com,On Cloud,10441,999,"$3,840",$60
5/12/23,runnation.com,Hoka,9308,554,"$2,990",$65
5/12/23,runnation.com,Nike,4799,280,$630,$30
5/12/23,runnation.com,New Balance,4240,381,$630,$35
5/12/23,runnation.com,Asics,4119,208,$175,$35
5/12/23,runnation.com,Saucony,4107,227,$810,$45
5/12/23,runnation.com,Brooks,4062,486,"$1,520",$40
5/12/23,runnation.com,Adidas,2940,244,$484,$44
5/12/23,runnation.com,Altra,2578,141,$360,$40
